BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TrainingTimesLastYear,WorkLifeBalance,YSLP,YINCR,YWCM,YearsPerCompany,TenureGroup
Travel_Rarely,Research & Development,9,3,Medical,1,Female,3,Laboratory Technician,1,Single,7,No,22,4,1,2,4,0,0.4,0.4,1.25,TG1
Travel_Frequently,Sales,9,2,Medical,4,Male,1,Sales Executive,4,Divorced,0,No,17,3,4,2,4,0,0.777777778,0.777777778,9,TG2
Travel_Frequently,Research & Development,10,3,Life Sciences,4,Male,2,Manager,1,Divorced,4,No,13,3,2,2,2,0.333333333,0.285714286,0.333333333,4.2,TG1
Travel_Frequently,Research & Development,26,3,Medical,2,Female,3,Research Scientist,2,Divorced,1,No,11,3,1,2,3,0.1,0.35,0.65,10,TG3
Travel_Rarely,Sales,1,5,Marketing,3,Male,3,Sales Executive,2,Married,1,No,13,3,1,3,3,0,0.8,0.6,5,TG2
Travel_Rarely,Sales,6,2,Marketing,2,Male,3,Sales Representative,3,Married,2,Yes,20,4,4,3,1,0.307692308,0.538461538,0.384615385,4.333333333,TG1
Travel_Rarely,Research & Development,9,3,Life Sciences,2,Male,3,Laboratory Technician,2,Divorced,8,No,18,3,3,2,1,0,0.45,0.75,2.222222222,TG3
Travel_Frequently,Sales,8,3,Marketing,2,Female,3,Sales Executive,4,Single,1,No,14,3,4,2,3,0.333333333,0.888888889,0.777777778,4.5,TG2
Non-Travel,Research & Development,1,1,Technical Degree,4,Male,3,Manufacturing Director,3,Married,1,No,13,3,1,1,3,0,0.7,0.9,5,TG2
Travel_Rarely,Sales,4,4,Marketing,3,Male,2,Sales Executive,4,Married,7,No,11,3,1,2,2,0.133333333,0.733333333,0.733333333,1.875,TG3
Travel_Rarely,Research & Development,14,3,Life Sciences,1,Male,3,Research Scientist,3,Divorced,4,No,12,3,1,2,3,0.076923077,0.615384615,0.615384615,2.6,TG2
Travel_Rarely,Sales,5,3,Life Sciences,2,Female,3,Sales Executive,4,Married,2,No,12,3,3,2,3,0.583333333,0.75,0.333333333,4,TG2
Travel_Rarely,Sales,1,4,Life Sciences,1,Female,2,Sales Executive,4,Single,4,No,22,4,3,2,4,0,0.25,0.583333333,2.4,TG2
Travel_Frequently,Sales,1,1,Technical Degree,3,Female,1,Sales Representative,1,Single,0,No,21,4,1,5,4,0,0,0,1,TG1
Travel_Frequently,Research & Development,3,2,Medical,4,Male,3,Laboratory Technician,2,Single,4,No,12,3,3,3,2,0.538461538,0.538461538,0.153846154,2.6,TG2
Non-Travel,Research & Development,9,3,Medical,3,Male,3,Laboratory Technician,1,Divorced,1,No,11,3,3,4,3,0.5,0.75,0.833333333,6,TG3
Travel_Rarely,Research & Development,2,3,Life Sciences,2,Male,2,Laboratory Technician,4,Single,1,No,22,4,3,3,2,1,0,0,0.5,TG1
Travel_Rarely,Sales,1,2,Marketing,2,Female,3,Sales Executive,1,Divorced,1,No,25,4,3,2,3,0.625,0.541666667,0.291666667,12,TG3
Travel_Rarely,Sales,20,2,Marketing,2,Female,3,Sales Representative,2,Single,1,Yes,22,4,4,5,2,0,0.75,0.5,2,TG1
Travel_Rarely,Research & Development,14,3,Medical,4,Female,3,Research Scientist,2,Married,1,No,13,3,4,5,3,0.125,0.875,0.75,4,TG2
Travel_Rarely,Research & Development,4,1,Medical,4,Female,3,Manager,3,Married,1,No,14,3,2,2,3,0.428571429,0.380952381,0.428571429,10.5,TG3
Travel_Rarely,Research & Development,14,4,Medical,3,Male,4,Research Director,2,Single,8,No,11,3,4,3,3,0.055555556,0.416666667,0.416666667,4,TG3
Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,2,Manufacturing Director,3,Married,1,No,17,3,3,2,2,0.1,0.9,0.9,5,TG2
Travel_Rarely,Research & Development,3,3,Medical,4,Female,3,Healthcare Representative,2,Single,3,No,18,3,3,6,3,0.047619048,0.333333333,0,5.25,TG1
Travel_Rarely,Research & Development,1,4,Life Sciences,3,Male,2,Manager,3,Married,0,No,14,3,1,5,3,0.323529412,0.529411765,0.264705882,34,TG3
Travel_Rarely,Research & Development,9,3,Medical,4,Female,3,Research Scientist,2,Single,1,No,16,3,4,2,2,0,1,0.428571429,3.5,TG1
Travel_Rarely,Research & Development,23,2,Life Sciences,2,Male,2,Manufacturing Director,3,Married,3,Yes,13,3,1,1,3,0,0,0.125,2,TG1
Non-Travel,Research & Development,2,2,Medical,1,Male,2,Manager,4,Married,9,No,23,4,4,1,3,0.5,0.363636364,0.363636364,2.2,TG3
Travel_Rarely,Research & Development,21,3,Life Sciences,2,Male,4,Research Scientist,1,Married,1,Yes,12,3,1,3,2,0.125,0.875,0.875,4,TG2
Travel_Rarely,Research & Development,29,3,Technical Degree,4,Male,3,Manufacturing Director,4,Married,3,No,18,3,1,3,1,0.111111111,0.777777778,0.777777778,2.25,TG1
Non-Travel,Research & Development,18,4,Life Sciences,4,Male,3,Manufacturing Director,4,Divorced,1,Yes,15,3,1,0,3,0.142857143,1,1,3.5,TG1
Travel_Rarely,Research & Development,19,2,Medical,3,Male,3,Laboratory Technician,4,Married,8,Yes,15,3,3,2,4,0.2,0.133333333,0.466666667,1.666666667,TG1
Travel_Rarely,Research & Development,29,1,Medical,2,Male,3,Healthcare Representative,1,Married,7,Yes,19,3,2,2,3,0,0,0,2.125,TG1
Travel_Rarely,Sales,27,3,Marketing,2,Female,3,Sales Executive,4,Married,1,No,22,4,4,3,2,0.1,0.4,0.9,5,TG2
Travel_Frequently,Research & Development,18,1,Medical,2,Female,3,Laboratory Technician,4,Single,1,No,13,3,1,2,3,0.125,0.125,0.875,4,TG2
Travel_Rarely,Sales,4,4,Medical,4,Male,1,Sales Executive,4,Married,1,No,11,3,3,2,2,0.642857143,0.571428571,0.571428571,7,TG3
Non-Travel,Research & Development,1,1,Life Sciences,3,Male,2,Manufacturing Director,3,Single,1,No,22,4,3,2,3,0.416666667,0.666666667,0.666666667,6,TG3
Travel_Frequently,Sales,20,3,Life Sciences,4,Female,3,Sales Executive,3,Single,1,No,14,3,4,2,3,0,1,1,3.5,TG1
Travel_Rarely,Research & Development,8,4,Life Sciences,2,Male,2,Research Director,2,Married,5,No,16,3,4,5,1,0.25,0.5625,0.4375,2.666666667,TG2
Travel_Rarely,Research & Development,3,3,Technical Degree,4,Female,3,Research Scientist,1,Single,5,Yes,11,3,3,5,3,0,0.25,0.5,1.333333333,TG1
Travel_Frequently,Sales,26,4,Marketing,3,Female,2,Sales Executive,1,Single,5,No,15,3,3,5,2,0,0.333333333,0.111111111,1.5,TG1
Travel_Rarely,Research & Development,1,3,Technical Degree,3,Male,3,Research Scientist,3,Single,0,No,14,3,4,1,2,0.142857143,0.285714286,0.714285714,7,TG1
Non-Travel,Sales,6,3,Medical,4,Female,2,Sales Executive,4,Single,6,No,12,3,4,2,3,0.52173913,0.304347826,0.347826087,3.285714286,TG3
Travel_Rarely,Research & Development,5,2,Life Sciences,4,Male,3,Laboratory Technician,2,Single,8,No,16,3,4,3,4,0.1875,0.6875,0.4375,1.777777778,TG3
Travel_Frequently,Research & Development,11,3,Other,2,Male,3,Research Director,4,Divorced,1,Yes,14,3,3,1,3,0,0.8,0.7,5,TG2
Travel_Rarely,Sales,3,3,Life Sciences,1,Male,3,Sales Executive,3,Divorced,0,No,12,3,3,6,2,0.294117647,0.588235294,0.764705882,17,TG3
Travel_Frequently,Sales,4,4,Marketing,1,Male,3,Sales Representative,4,Divorced,4,No,17,3,3,2,3,0.384615385,0.615384615,0.615384615,2.6,TG2
Travel_Frequently,Sales,1,1,Medical,2,Female,3,Sales Executive,4,Married,1,No,14,3,4,5,3,0.363636364,0.909090909,0.090909091,5.5,TG3
Travel_Frequently,Sales,1,3,Marketing,3,Female,3,Sales Executive,3,Single,1,No,14,3,1,3,4,0,0.7,0.8,5,TG2
Travel_Rarely,Research & Development,18,1,Medical,3,Male,2,Research Scientist,4,Single,1,Yes,13,3,3,3,2,0,0.75,0.25,2,TG1
Travel_Rarely,Research & Development,4,2,Technical Degree,3,Male,3,Manager,4,Married,1,No,11,3,4,3,3,0.5,0.772727273,0.681818182,11,TG3
Travel_Rarely,Sales,1,4,Medical,4,Female,3,Manager,4,Divorced,3,No,11,3,3,3,2,0,0,0.1875,8,TG1
Travel_Rarely,Research & Development,14,3,Medical,3,Male,3,Laboratory Technician,4,Married,5,Yes,13,3,3,2,1,0,0.5,0.5,1.333333333,TG1
Travel_Rarely,Sales,16,3,Marketing,4,Female,3,Manager,4,Married,5,Yes,22,4,3,3,3,0.045454545,0.590909091,0.409090909,3.666666667,TG3
Travel_Rarely,Research & Development,2,2,Life Sciences,1,Female,3,Laboratory Technician,1,Married,7,No,20,4,1,3,4,0.076923077,0.538461538,0.538461538,1.625,TG2
Non-Travel,Sales,2,4,Life Sciences,1,Male,2,Manager,3,Single,1,Yes,18,3,4,2,4,0.454545455,0.212121212,0.363636364,16.5,TG3
Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,Laboratory Technician,3,Single,0,Yes,14,3,4,2,1,0.25,0.5,0.5,4,TG1
Travel_Rarely,Research & Development,24,2,Technical Degree,1,Male,3,Research Scientist,4,Divorced,1,No,17,3,1,3,3,0.444444444,0.888888889,0.777777778,4.5,TG2
Travel_Rarely,Research & Development,1,3,Other,3,Male,4,Manager,4,Married,0,No,11,3,3,2,3,0.04,0,0.28,25,TG3
Travel_Rarely,Research & Development,2,4,Life Sciences,4,Male,2,Manufacturing Director,1,Married,6,No,13,3,2,3,3,0.384615385,0.692307692,0.692307692,1.857142857,TG3
Travel_Frequently,Research & Development,10,3,Medical,1,Male,3,Manufacturing Director,3,Divorced,6,No,11,3,2,5,3,0,0,0,2.428571429,TG1
Travel_Frequently,Research & Development,2,4,Technical Degree,3,Female,3,Healthcare Representative,3,Single,0,No,25,4,4,1,3,0.55,0.3,0.4,20,TG3
Travel_Rarely,Research & Development,2,3,Medical,4,Female,2,Laboratory Technician,1,Divorced,0,Yes,11,3,3,4,3,0.7,0.6,0.8,10,TG2
Travel_Rarely,Research & Development,2,2,Medical,1,Male,3,Research Director,3,Divorced,0,No,19,3,4,5,3,0.136363636,0.318181818,0.409090909,22,TG3
Travel_Frequently,Research & Development,29,2,Medical,3,Male,2,Laboratory Technician,2,Single,0,No,11,3,2,2,4,0.166666667,0.666666667,0.666666667,6,TG1
Non-Travel,Sales,2,2,Life Sciences,4,Male,2,Sales Executive,4,Married,3,No,18,3,4,0,3,0.538461538,0.538461538,0.384615385,3.25,TG2
Travel_Rarely,Sales,2,3,Technical Degree,3,Female,1,Manager,2,Married,3,Yes,12,3,2,2,2,0.25,0.25,0.25,7,TG1
Travel_Rarely,Research & Development,2,4,Life Sciences,1,Male,3,Laboratory Technician,3,Single,2,No,11,3,3,5,1,0,0,0,1.666666667,TG1
Travel_Rarely,Research & Development,23,3,Medical,2,Male,2,Healthcare Representative,4,Married,0,No,21,4,2,2,3,0.7,0,0.8,10,TG2
Travel_Rarely,Research & Development,20,2,Medical,3,Male,3,Healthcare Representative,4,Married,0,Yes,14,3,2,2,3,0.19047619,0.333333333,0.476190476,21,TG3
Travel_Rarely,Research & Development,6,3,Life Sciences,4,Male,3,Laboratory Technician,4,Married,0,No,11,3,3,4,3,0.625,0.8125,0.6875,16,TG3
Travel_Rarely,Research & Development,1,3,Medical,4,Male,3,Manager,1,Single,0,Yes,14,3,3,2,3,0.108108108,0.27027027,0.351351351,37,TG3
Non-Travel,Research & Development,29,4,Life Sciences,1,Male,3,Manager,2,Married,1,Yes,12,3,4,2,2,0.9,0.7,0.9,5,TG2
Travel_Rarely,Research & Development,22,3,Life Sciences,2,Female,4,Manager,2,Divorced,7,No,18,3,2,6,2,0.6,0.7,0.2,1.25,TG1
Travel_Rarely,Sales,7,2,Medical,1,Female,4,Sales Executive,1,Divorced,1,Yes,24,4,3,3,3,0.875,0,0.875,4,TG2
Travel_Rarely,Research & Development,4,1,Life Sciences,1,Male,3,Research Director,2,Divorced,3,No,14,3,1,4,2,0.035714286,0.142857143,0.214285714,7,TG2
Travel_Rarely,Sales,1,1,Life Sciences,2,Male,3,Sales Executive,3,Married,1,No,25,4,3,3,3,0.55,0.8,0.3,10,TG3
Travel_Frequently,Sales,2,2,Life Sciences,2,Male,3,Sales Executive,4,Single,1,No,18,3,1,3,2,0,0.7,0.9,5,TG2
Travel_Rarely,Research & Development,20,2,Technical Degree,2,Male,3,Laboratory Technician,4,Married,3,Yes,19,3,4,4,3,0,0.583333333,0.666666667,3,TG2
Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,3,Research Scientist,4,Single,1,No,12,3,2,3,3,0.294117647,0.705882353,0.411764706,8.5,TG3
Travel_Frequently,Research & Development,24,3,Life Sciences,4,Male,3,Laboratory Technician,3,Divorced,3,Yes,22,4,4,0,1,0,0,0,4.75,TG1
Travel_Rarely,Research & Development,16,4,Medical,1,Male,3,Laboratory Technician,2,Divorced,2,Yes,13,3,4,2,3,0,0.4,0.4,1.666666667,TG1
Travel_Rarely,Research & Development,3,3,Technical Degree,3,Male,3,Research Scientist,2,Single,4,No,12,3,4,2,3,0.7,0,0.7,2,TG2
Travel_Rarely,Sales,4,4,Marketing,4,Male,2,Sales Executive,4,Single,1,Yes,12,3,2,0,3,0.875,0.875,0.5,4,TG2
Travel_Frequently,Sales,26,3,Marketing,3,Female,3,Sales Executive,2,Married,5,No,14,3,4,2,4,0.173913043,0.173913043,0.347826087,3.833333333,TG3
Travel_Rarely,Sales,16,3,Marketing,3,Male,3,Sales Executive,2,Married,0,No,15,3,3,3,2,0.5,0.75,0.75,12,TG3
Travel_Rarely,Sales,2,4,Life Sciences,4,Male,3,Manager,2,Single,1,No,19,3,2,2,3,0,0.454545455,0.181818182,11,TG3
Travel_Rarely,Research & Development,16,2,Medical,2,Male,4,Healthcare Representative,1,Single,0,No,19,3,3,2,3,0,0.333333333,0.777777778,9,TG2
Travel_Rarely,Sales,7,3,Technical Degree,2,Male,4,Sales Executive,4,Married,4,No,11,3,2,3,2,0.7,0.7,0.7,2,TG2
Travel_Rarely,Research & Development,1,3,Medical,3,Male,4,Healthcare Representative,4,Divorced,0,No,17,3,1,5,2,0.157894737,0.526315789,0.368421053,19,TG3
Non-Travel,Research & Development,24,4,Life Sciences,2,Female,3,Laboratory Technician,2,Married,7,No,15,3,3,3,3,0,0.727272727,0.727272727,1.375,TG2
Travel_Rarely,Sales,7,3,Life Sciences,4,Male,2,Sales Executive,3,Married,1,No,14,3,3,3,2,0.307692308,0.615384615,0.615384615,6.5,TG3
Travel_Rarely,Research & Development,25,2,Life Sciences,1,Female,2,Research Director,2,Married,3,No,17,3,3,2,3,0,0.421052632,0.052631579,4.75,TG2
Travel_Frequently,Research & Development,7,3,Life Sciences,1,Male,3,Laboratory Technician,1,Divorced,1,No,18,3,1,2,3,0.375,0.375,0.458333333,12,TG3
Travel_Frequently,Research & Development,5,4,Life Sciences,4,Female,3,Manager,2,Married,6,No,11,3,2,2,3,0.666666667,0.5,0.666666667,1.714285714,TG2
Travel_Rarely,Research & Development,10,1,Medical,3,Male,3,Manager,1,Married,1,Yes,14,3,4,3,3,0.523809524,0.428571429,0.476190476,10.5,TG3
